orig_sent,sent_id,simp_sent,fluency,meaning,simplicity,ref_1,bt_de,bt_zh
The historical method comprises the techniques and guidelines by which historians use primary sources and other evidence to research and then to write history.,96,The historical method is the arrangement and guidelines by which historians use main sources and other proof to research and then to write history.,81.4,80.86666667,77.46666667,The historical method is the way in which historians use primary sources and other evidence to research and record history.,The historical method is the way historians use primary sources and other evidence to explore and record history.,The historical approach is the way historians study and record history using original sources and other evidence.
The sheer weight of the continental icecap sitting on top of Lake Vostok is believed to contribute to the high oxygen concentration.,97,The sheer weight of the nampan icecap sitting on top of Lake Vostok is thought to help the high oxygen level.,84.13333333,68.4,52.53333333,High oxygen concentration is caused from the weight of the icecap on Lake Vostok.,High oxygen concentration is caused by the weight of the ice cap at Vostoksee.,The high oxygen concentration was caused by the weight of the ice cap of Lake Vostok.
Aliteracy (sometimes spelled alliteracy) is the state of being able to read but being uninterested in doing so.,99,Aliteracy (sometimes spelled alliteracy) is the state of being able to read but being want to do so.,53.2,37.8,15.2,Aliteracy is being able to read but choosing not to.,"Alphabetism is able to read, but not to choose.","The literate can read, but choose not to read."
Mifepristone is a synthetic steroid compound used as a pharmaceutical.,100,Mifepristone is a synthetic steroid compound. Its chemical formula is used as a drug.,79.8,83.53333333,57.06666667,Mifepristone is a synthetic steroid compound used as medicine.,Mifepristone is a synthetic steroid compound that is used as a medicine.,Mifepristone is a synthetic steroid compound used as a drug.
It will then dislodge itself and sink back to the river bed in order to digest its food and wait for its next meal.,101,It will then sink back to the river bed in order to stop its food and wait for its next meal.,61.8,50.4,43.13333333,It will move itself and sink back to the river bed so that it can digest its food and wait for its next meal.,It moves and sinks back to the riverbed so that it can digest its food and wait for its next meal.,It moves itself back to the riverbed in order to digest the food and wait for the next meal.
"Furthermore, research has shown children are less likely to report a crime if it involves someone that he or she knows, trusts, and / or cares about.",102,", research has shown children are to report a crime if it involves someone that he or she knows, trusts, or / and cares about.",54.8,29.46666667,30.6,Research has shown that children are less likely to report a crime if it involves someone that he or she knows.,Research has shown that children are less likely to report a crime if it affects someone they know.,Studies have shown that children are less likely to report crimes if the offence involves a person they or she know.
"Today, Landis' father has become a hearty supporter of his son and regards himself as one of Floyd's biggest fans.",103,"Today, Landis' father has become a trusted supporter of his son and representing himself as one of Floyd's biggest fans.",83.26666667,77.06666667,48.13333333,"Today, Floyd's father has become a strong supporter of his son.",Today Floyd's father has become a strong supporter of his son.,"Today, Freud's father became a staunch supporter of his son."
"Shortly after attaining Category 4 status, the outer convection of the hurricane became ragged.",104,"Shortly after reaching Category 4 status, the strength of the hurricane became ragged.",78.86666667,71.93333333,66.53333333,"Shortly after reaching Category 4 status, the hurricane decreased in strength.","Shortly after the hurricane reached category 4 status, it decreased in strength.","Shortly after reaching Category 4, the intensity of the hurricane declined."
The equilibrium price for a certain type of labor is the wage.,105,The price of balance for some type of work is the wage.,72.26666667,62.66666667,45.8,The price for a certain type of labor is the wage.,The price of a certain kind of work is the wage.,The price of certain types of labour is wages.
"He settled in London, devoting himself chiefly to practical teaching.",107,"He settled in London, devoting himself.",65.46666667,32.06666667,27.73333333,"He settled in London, devoting himself mostly to practical teaching.",He settled in London and devoted himself mainly to practical teaching.,He settled in London and was mainly devoted to practical teaching.
"Brunstad has several fast food restaurants, a cafeteria-style restaurant, coffee bar, and its own grocery store.",108,"Brunstad has a number of fast food restaurants, a cafeteria-style restaurant, coffee bar, and its own store.",91.4,85.06666667,73.06666667,Brunstad has several fast food restaurants as well as a cafeteria-style restaurant. They also have a coffee bar and a grocery store.,Brunstad has several fast food restaurants as well as a cafeteria-style restaurant. They also have a coffee bar and a grocery store.,"Brunsstad has several fast-food restaurants and a cafeteria, as well as cafés and grocery stores."
"He left a detachment of 11,000 troops to garrison the newly conquered region.",109,He left a detachment to garrison conquered the region.,51.4,46.93333333,30.2,"He left 11,000 troops there to defend the region.","He left 11,000 soldiers there to defend the region.","He left 11,000 soldiers there to defend the area."
"In 1438 Trevi passed under the temporal rule of the Church as part of the legation of Perugia, and thenceforth its history merges first with that of the States of the Church, then (1860) with the united Kingdom of Italy.",110,"1438 Trevi passed in in 1438 Trevi thenceforth merges, and its history.",33.13333333,17.73333333,16.86666667,"In 1438, Trevi was temporarily ruled by the Church as part of Perugia. From that time, its history merges with the States of the Church until 1860, then becoming part of the united Kingdom of Italy.","In 1438 Trevi was temporarily ruled by the Church as part of Perugia. From this time, its history merges with the States of the Church until 1860, then part of the United Kingdom of Italy.","From 1438, when Trevi was temporarily ruled by the Church as part of Peru, its history was integrated with the Church States until 1860, when it became part of the Italian United Kingdom."
"The depression moved inland on the 20th as a circulation devoid of convection, and dissipated the next day over Brazil, where it caused heavy rains and flooding.",111,The depression moved inland on the 20th as a circulation devoid of convection.,75.46666667,58.06666667,67.4,"The tropical depression moved inland on the 20th barely formed. It dissolved the next day over Brazil, causing heavy rains and flooding.",The tropical depression moved inland on the 20th. It dissolved the next day over Brazil and caused heavy rains and floods.,"The tropical depression moved inland when it barely formed on the 20th and dissipated the following day over Brazil, causing heavy rains and flooding."
The New York City Housing Authority Police Department was a law enforcement agency in New York City that existed from 1952 to 1995.,112,The New York City Housing Authority Police Force was a law enforcement agency in New York City that is there from 1952 to 1995.,74.8,77.33333333,40.4,The New York City Housing Authority Police Department existed from 1952 to 1995.,The New York City Housing Authority Police Department existed from 1952 to 1995.,The New York City Housing Authority Police Department existed from 1952 to 1995.
"The current lineup of the band comprises Flynn (vocals, guitar), Duce (bass), Phil Demmel (guitar), and Dave McClain (drums).",113,"Comprises the lineup Flynn (vocals, guitar, bass) Duce (), Phil Demmel () guitar, drums and Dave McClain ().",46.53333333,42.73333333,18.06666667,"The current lineup of the band is Flynn (vocals, guitar), Duce (bass), Phil Demmel (guitar), and Dave McClain (drums).","The current line-up of the band is Flynn (vocals, guitar), Duce (bass), Phil Demmel (guitar) and Dave McClain (drums).","The current grouping of the band is Flynn (Volga, Guitar), Duce (Bas), Phil Demmel (Gita) and Dave McClain (Dram)."
The female equivalent is a daughter.,120,The equivalent is a daughter.,88.4,57.66666667,58.93333333,"If the child is a female, it is a daughter.","If the child is a woman, it's a daughter.","If the child is a woman, the daughter."
He was diagnosed with inoperable abdominal cancer in April 1999.,121,He was told that he was sick with cancer in April 1999.,92.06666667,63.06666667,82.26666667,He found out he had stomach cancer in April 1999.,He found out that he had stomach cancer in April 1999.,He discovered stomach cancer in April 1999.
The form of chess played is speed chess in which each competitor has a total of twelve minutes for the whole game.,123,The form of chess played is speed chess in which each player has a total of twelve minutes for the whole game.,82.86666667,96.13333333,70.26666667,Speed chess gives each player 12 minutes for the game.,Speed chess gives each player 12 minutes for the game.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .,Speed chess is given to every player for 12 minutes.
"The four canonical texts are the Gospel of Matthew, Gospel of Mark, Gospel of Luke and Gospel of John, probably written between AD 65 and 100 (see also the Gospel according to the Hebrews).",130,Gospel of Luke and Gospel of John.,68,12.4,26.53333333,"The four canonical texts are the Gospel of Matthew, Gospel of Mark, Gospel of Luke and Gospel of John. They were probably written between AD 65 and 100 (see also the Gospel according to the Hebrews).","The four canonical texts are the Gospel of Matthew, the Gospel of Mark, the Gospel of Luke and the Gospel of John. They were probably written between 65 and 100 AD (see also the Gospel of the Hebrews).","These four teachings are the Matthews, the Marks, the Lukes and the Johns, which may have been written between 65 and 100 (see also the Gospel, according to Hebrews)."
"Development Stable releases are rare, but there are often Subversion snapshots which are stable enough to use.",135,"Development Stable releases are, but there are Subversion snapshots which are to use.",43.26666667,23.93333333,17.86666667,Development stable output are rare but there are s lot of subversion snapshots that are good enough to use.,"Development stable output is rare, but there are many Subversion snapshots that are good enough to use.","Development stability yields very little, but there are many subversive photographs that are sufficient for use."
"In the Soviet years, the Bolsheviks demolished two of Rostov's principal landmarks - St Alexander Nevsky Cathedral (1908) and St George Cathedral in Nakhichevan (1783-1807).",137,", the two Bolsheviks demolished and 1783-1807).",25.4,18.26666667,13,"The Bolsheviks destroyed two of Rostov's principal landmarks.  Namely, St Alexander Nevsky Cathedral (1908) and St George Cathedral in Nakhichevan (1783-1807).",The Bolsheviks destroyed two of the most important landmarks of Rostov. Namely St. Alexander Nevsky Cathedral (1908) and St. George Cathedral in Nakhichevan (1783-1807).,"The Bolsheviks destroyed the two main landmarks of Rostov, the Cathedral of St. Alexander Nevsky in Nakhichevan (1908) and the Cathedral of St. George (1783-1807)."
"He died on May 29, 1518 in Madrid, Spain and was buried in the church of San Benito d'Alcantara.",138,"He died, and was buried '.",72.2,44.2,65.2,"He died on May 29, 1518 in Madrid Spain.  He was buried  in the church of San Benito d'Alcantara.",He died on 29 May 1518 in Madrid Spain. He was buried in the church of San Benito d'Alcantara.,"He died in Madrid, Spain, on 29 May 1518 and was buried in the Church of San Benito."
This was demonstrated in the Miller-Urey experiment by Stanley L. Miller and Harold C. Urey in 1953.,139,This was shown in the Miller-Urey experiment by Harold C. L. Miller and Urey in 1953.,88.33333333,42.93333333,53.4,This was shown in the Miller-Urey experiment by Stanley L. Miller and Harold C. Urey in 1953.,This was shown in 1953 in the Miller Urey experiment by Stanley L. Miller and Harold C. Urey.,Stanley Miller and Harold C. Urey proved this in the Miller-Urey experiment in 1953.
"Cogeneration (also combined heat and power, CHP) is the use of a heat engine or a power station to simultaneously generate both electricity and useful heat.",140,"Cogeneration (combined heat and power, CHP) is the use or to generate both electricity and heat.",58,57.8,37.93333333,Cogeneration uses a heat engine or power station to generate electricity and heat at the same time.,Cogeneration uses a heat engine or power plant to generate electricity and heat at the same time.,Cogeneration uses heat engines or power stations to generate both electricity and electricity.
"On occasion the male ""den master"" will also allow a second male into the den; the reason for this is unclear.",141,"On occasion, the man ""den master"" will also let a second man into the den.",64.4,62,57.46666667,"On occasion the male ""den master"" will also allow a second male into the den. The reason for this is unknown.","Sometimes the male ""the master"" also allows a second male to enter the cave. The reason for this is unknown.",Sometimes the male “old master” also allows the second man to enter the cave for unknown reasons.
Below are some useful links to facilitate your involvement.,143,Below is some useful links to help with your involvement.,80.4,91.73333333,60.66666667,Below are some useful links to to help you get involved.,Below are some useful links to help you get involved.,Here are some useful links to help you get involved.
He served as the prime minister of Egypt between 1945 and 1946 and again from 1946 and 1948.,144,It was the Prime Minister of Egypt between 1945 and 1946 and once again from 1946 and 1948.,76.73333333,46.86666667,25.33333333,He served as the prime minister of Egypt between 1945 and 1946. He than served again from 1946 and 1948.,Between 1945 and 1946 he was Prime Minister of Egypt. From 1946 to 1948 he served again.,"From 1945 to 1946, he served as Prime Minister of Egypt, and from 1946 to 1948, more than from 1946 to 1948."
She was left behind (explanations for this vary) when the rest of the Nicoleños were moved to the mainland.,145,She was left vary) the rest were moved.,19.13333333,14.2,8.8,"When the rest of the Nicoleños moved to the mainland, she was left behind. No one knows why.","When the rest of the Nicoleños moved to the mainland, she was left behind.","When the rest of Nicolños moved to the mainland, she was left behind and no one knew why."
"James I appointed him a Gentleman of the Chapel Royal, where he served as an organist from at least 1615 until his death.",146,James I became a Gentleman of the Chapel Royal in 1615. He became an organist at least 1615 until his death.,73.33333333,37.53333333,32.2,James I appointed him a Gentleman of the Chapel Royal. He was the chapel's organist from 1615 until he died.,James I appointed him a gentleman of the Chapel Royal. He was organist of the Chapel from 1615 until his death.,"James, I've appointed him a gentleman at the royal chapel, and he's been a church organist since 1615."
Chauvin was embarrassed to receive his award and initially indicated that he may not accept it.,147,Chauvin was embarrassed to get his award and then shown that he may not accept it.,68.53333333,66.4,40.13333333,"Chauvin was embarrassed to receive his award. At first, he said he wouldn't accept it.",Chauvin was embarrassed to get his prize. At first he said he wouldn't accept it.,"Chauvin was embarrassed to get the award. At first, he said he wouldn't accept it."
"Later, Esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves, even if Esperanto is never adopted by the United Nations or other international organizations.",148,Esperanto speakers began to see the language and the culture that had grown up around it as ends in themselves.,71.53333333,71,74.13333333,"Esperanto might never be recognized by the United Nations or other international organizations. However, Esperanto speakers started to think that the language and its culture were important anyways.","Esperanto could never be recognized by the United Nations or other international organizations. However, Esperanto speakers began to think that language and its culture were important anyway.","World languages may never be recognized by the United Nations or other international organizations; however, speakers in world languages are beginning to believe that language and its culture are important in any case."
